name,salary_from,salary_to,salary_currency,area_name,published_at
HTML-верстальщик / WEB-разработчик,45000,,RUR,Дзержинск (Нижегородская область),2022-12-19T16:48:49+0300
Редактор-корректор,22000,23000,RUR,Самара,2022-12-19T16:16:05+0300
Помощник системного администратора,55000,55000,RUR,Нижний Новгород,2022-12-19T16:56:55+0300
Менеджер по маркировке,40000,45000,RUR,Воронеж,2022-12-19T16:03:59+0300
Инженер по обслуживанию медицинской техники (г. Иркутск),75000,,RUR,Иркутск,2022-12-19T16:17:08+0300
Бизнес-аналитик,400000,800000,KZT,Караганда,2022-12-19T16:40:59+0300
HTML-верстальщик/Web-разработчик/Web-программист/Front-end Developer,70000,,RUR,Дзержинск (Нижегородская область),2022-12-19T16:42:25+0300
Начальник отдела информационных технологий,100000,140000,RUR,Санкт-Петербург,2022-12-19T16:31:41+0300
Менеджер IT-проектов,,100000,RUR,Саранск,2022-12-19T16:50:40+0300
Специалист технической поддержки,,8000000,UZS,Ташкент,2022-12-19T16:57:01+0300
Заместитель руководителя в IT,400000,,KZT,Алматы,2022-12-19T16:18:38+0300
Системный администратор,50000,,RUR,Смоленск,2022-12-19T16:02:51+0300
Младший системный администратор,60000,,RUR,Москва,2022-12-19T16:37:28+0300
Менеджер проекта,160000,,RUR,Москва,2022-12-19T16:52:39+0300
Middle QA Engineer,175000,,RUR,Москва,2022-12-19T16:55:41+0300
Data Scientist,,3000,USD,Москва,2022-12-19T16:19:36+0300
Data Scientist (Marketplace Efficiency),225000,280000,RUR,Санкт-Петербург,2022-12-19T16:21:05+0300
Системный администратор / Инженер техподдержки / Сборщик компьютеров,60000,80000,RUR,Королев,2022-12-19T16:37:27+0300
Специалист технической поддержки IT,,55000,RUR,Воронеж,2022-12-19T16:42:57+0300
Помощник по внедрению и сопровождению баз 1С 8.3,40000,,RUR,Воронеж,2022-12-19T16:37:33+0300
Frontend developer,180000,,RUR,Москва,2022-12-19T16:55:41+0300
Сервисный инженер,90000,140000,RUR,Пенза,2022-12-19T16:41:36+0300
Администратор строительного проекта,70000,80000,RUR,Санкт-Петербург,2022-12-19T16:14:52+0300
Java developer,150000,,RUR,Москва,2022-12-19T16:55:41+0300
Системный администратор / Инженер техподдержки / Сборщик компьютеров,60000,80000,RUR,Мытищи,2022-12-19T16:37:27+0300
Механик,130000,130000,RUR,Санкт-Петербург,2022-12-19T16:17:44+0300
Аналитик,,1800,BYR,Минск,2022-12-19T16:57:22+0300
Технический директор,100000,200000,RUR,Ставрополь,2022-12-19T16:01:37+0300
Ведущий сетевой инженер,51000,,RUR,Уфа,2022-12-19T16:39:11+0300
Графический дизайнер,80000,,RUR,Москва,2022-12-19T16:25:49+0300
Проектный менеджер,49000,75000,RUR,Иркутск,2022-12-19T16:01:46+0300
Менеджер продукта в fashion (одежда),80000,,RUR,Москва,2022-12-19T16:37:12+0300
Product-manager на направление интернет-магазинов и e-commerce,50000,,RUR,Ярославль,2022-12-19T16:27:24+0300
Mobile QA Engineer (middle/senior),150000,,RUR,Москва,2022-12-19T16:48:18+0300
Системный администратор (Специалист технической поддержки),60000,,RUR,Санкт-Петербург,2022-12-19T16:52:25+0300
Оператор станков с ЧПУ,65000,,RUR,Ульяновск,2022-12-19T16:06:50+0300
Инженер по информационной безопасности,150000,,RUR,Санкт-Петербург,2022-12-19T16:46:05+0300
Специалист технической поддержки,45000,,RUR,Иркутск,2022-12-19T16:01:41+0300
Специалист по заказу запчастей (механик),70000,80000,RUR,Одинцово,2022-12-19T16:55:53+0300
Разработчик 1С,200000,,RUR,Москва,2022-12-19T16:42:16+0300
Программист 1С,250000,300000,RUR,Москва,2022-12-19T16:19:11+0300
Системный администратор / Инженер техподдержки / Сборщик компьютеров,60000,80000,RUR,Пушкино (Московская область),2022-12-19T16:37:27+0300
Главный энергетик,35000,,RUR,Йошкар-Ола,2022-12-19T16:19:24+0300
Контент-маркетолог (SMM-менеджер / журналист / копирайтер),30000,,RUR,Киров (Кировская область),2022-12-19T16:04:27+0300
Специалист сервисного центра,57500,67500,RUR,Королев,2022-12-19T16:22:09+0300
Системный аналитик,130000,150000,RUR,Санкт-Петербург,2022-12-19T16:45:38+0300
Стажер локальной поддержки рабочих мест,22000,,RUR,Казань,2022-12-19T16:33:13+0300
Руководитель проектов по развитию продаж готовой продукции и работе с маркетплейсами,50000,85000,RUR,Тверь,2022-12-19T16:43:25+0300
Копирайтер,30000,,RUR,Киров (Кировская область),2022-12-19T16:37:02+0300
Веб-программист (full stack),40000,,RUR,Киров (Кировская область),2022-12-19T16:02:36+0300
Инженер-наладчик,80000,,RUR,Подольск (Московская область),2022-12-19T16:09:06+0300
Начальник отдела информационных технологий,50000,,RUR,Тула,2022-12-19T16:17:42+0300
Senior Product Analyst,250000,400000,RUR,Москва,2022-12-19T16:05:45+0300
Mobile QA Engineer (middle/senior),150000,,RUR,Санкт-Петербург,2022-12-19T16:48:24+0300
Web-аналитик,600,,USD,Ташкент,2022-12-19T16:03:35+0300
Оператор станка ЧПУ деревообоработка,70000,,RUR,Санкт-Петербург,2022-12-19T16:23:07+0300
Product manager (RTB Native Ads),,200000,RUR,Москва,2022-12-19T16:24:57+0300
Программист 1С 7.7 / 8.3,70000,120000,RUR,Киров (Кировская область),2022-12-19T16:37:12+0300
Технический писатель (FinTech),80000,120000,RUR,Казань,2022-12-19T16:23:48+0300
Дизайнер женской одежды,70000,150000,RUR,Москва,2022-12-19T16:03:56+0300
Product-manager по контекстной рекламе,50000,,RUR,Ярославль,2022-12-19T16:26:25+0300
Программист,50000,,RUR,Краснодар,2022-12-19T16:41:47+0300
Категорийный менеджер,120000,,RUR,Санкт-Петербург,2022-12-19T16:09:06+0300
Программист C# (разработчик программного обеспечения и информационных систем),40500,67500,RUR,Тверь,2022-12-19T16:15:46+0300
Механик,130000,130000,RUR,Омск,2022-12-19T16:16:53+0300
Специалист сервисного центра,57500,67500,RUR,Ивантеевка,2022-12-19T16:22:09+0300
Системный администратор,45000,45000,RUR,Каменск-Шахтинский,2022-12-19T16:12:21+0300
Оператор термопластавтоматов,70000,,RUR,Балашиха,2022-12-19T16:22:11+0300
Техник АСУП,30000,,RUR,Нижний Новгород,2022-12-19T16:18:46+0300
Web-разработчик Backend,,100000,RUR,Ростов-на-Дону,2022-12-19T16:20:20+0300
Сервисный инженер,63000,180000,RUR,Сургут,2022-12-19T16:27:02+0300
Программист-разработчик 1С,70000,,RUR,Москва,2022-12-19T16:49:41+0300
Java-программист (Middle),80000,150000,RUR,Самара,2022-12-19T16:09:37+0300
Специалист голосовой поддержки пользователей,33200,46400,RUR,Самара,2022-12-19T16:19:56+0300
Системный администратор,45000,45000,RUR,Миллерово,2022-12-19T16:12:21+0300
Токарь,115000,,RUR,Барнаул,2022-12-19T16:43:32+0300
Ведущий специалист службы информационной безопасности,44000,,RUR,Волгоград,2022-12-19T16:12:51+0300
Электроник,25000,,RUR,Люберцы,2022-12-19T16:38:10+0300
Дизайнер,30000,,RUR,Саранск,2022-12-19T16:46:31+0300
Аналитик/Товарный аналитик,120000,160000,RUR,Москва,2022-12-19T16:00:50+0300
Ученик оператора фрезерно-гравировального станка с ЧПУ,30000,50000,RUR,Владимир,2022-12-19T16:05:06+0300
Программист 1C,50000,150000,RUR,Ижевск,2022-12-19T16:37:26+0300
Инженер по защите информации,30000,,RUR,Тула,2022-12-19T16:17:42+0300
Шлифовщик,,92000,RUR,Челябинск,2022-12-19T16:15:17+0300
Оператор станка с ЧПУ,60000,,RUR,Тверь,2022-12-19T16:13:18+0300
Начальник отдела по защите информации,47000,,RUR,Ижевск,2022-12-19T16:27:09+0300
Системный администратор,70000,,RUR,Санкт-Петербург,2022-12-19T16:25:59+0300
Механик-наладчик по ремонту оборудования,40000,50000,RUR,Кострома,2022-12-19T16:00:03+0300
Техник связи,45000,45000,RUR,Рязань,2022-12-19T16:51:01+0300
Специалист сервисного центра,57500,67500,RUR,Пушкино (Московская область),2022-12-19T16:22:09+0300
Руководитель отдела управления продуктом,70000,,RUR,Саратов,2022-12-19T16:22:44+0300
Техник по обслуживанию оборудования телерадиовещания (город Юрюзань),45000,,RUR,Юрюзань,2022-12-19T16:03:07+0300
Специалист сервисного центра,57500,67500,RUR,Сергиев Посад,2022-12-19T16:22:09+0300
Фрезеровщик,80000,90000,RUR,Москва,2022-12-19T16:54:27+0300
Senior Data Scientist,300000,,RUR,Москва,2022-12-19T16:02:33+0300
Bitrix разработчик,,150000,RUR,Саранск,2022-12-19T16:47:49+0300
Наладчик швейного оборудования,50000,50000,RUR,Шахты,2022-12-19T16:54:33+0300
